GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,2022300142,308,1630553,Keon Johnson,1612709921,Long Island Nets,2,3,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-102,235,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,310,1641763,Julian Phillips,1612709923,Windy City Bulls,2,3,33,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,312,1630553,Keon Johnson,1612709921,Long Island Nets,2,3,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,212,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,314,1641931,Onuralp Bitim,1612709923,Windy City Bulls,2,3,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,4,248,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,316,1630732,Lacey James,1612709923,Windy City Bulls,2,2,57,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,317,1631160,Jordan Hall,1612709921,Long Island Nets,2,2,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-44,260,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,328,1642011,Terry Roberts,1612709921,Long Island Nets,2,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-92,259,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,330,1641931,Onuralp Bitim,1612709923,Windy City Bulls,2,1,48,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,4,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,332,1630553,Keon Johnson,1612709921,Long Island Nets,2,1,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,-5,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,334,1641766,Adama Sanogo,1612709923,Windy City Bulls,2,1,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,495,1641763,Julian Phillips,1612709923,Windy City Bulls,2,0,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,33,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,342,1630929,Henri Drell,1612709923,Windy City Bulls,2,0,15,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-109,69,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,344,1631245,Quenton Jackson,1612709923,Windy City Bulls,2,0,0,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-6,72,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,359,1641931,Onuralp Bitim,1612709923,Windy City Bulls,3,11,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,7,254,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,361,1631113,Kennedy Chandler,1612709921,Long Island Nets,3,11,5,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,22,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,365,1630592,Jalen Wilson,1612709921,Long Island Nets,3,10,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,367,1641763,Julian Phillips,1612709923,Windy City Bulls,3,10,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,1,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,369,1629232,Kaiser Gates,1612709921,Long Island Nets,3,10,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-172,185,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,372,1630929,Henri Drell,1612709923,Windy City Bulls,3,10,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,23,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,375,1630929,Henri Drell,1612709923,Windy City Bulls,3,10,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,21,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,377,1630592,Jalen Wilson,1612709921,Long Island Nets,3,9,47,Missed Shot,Jump Shot,3PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-213,105,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,380,1630592,Jalen Wilson,1612709921,Long Island Nets,3,9,25,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,-1,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,383,1641766,Adama Sanogo,1612709923,Windy City Bulls,3,9,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,0,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,385,1631266,Kyler Edwards,1612709921,Long Island Nets,3,9,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-81,73,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,387,1641766,Adama Sanogo,1612709923,Windy City Bulls,3,8,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,42,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,389,1629232,Kaiser Gates,1612709921,Long Island Nets,3,8,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,9,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,391,1631266,Kyler Edwards,1612709921,Long Island Nets,3,8,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-15,256,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,393,1630929,Henri Drell,1612709923,Windy City Bulls,3,8,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,5,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,395,1631113,Kennedy Chandler,1612709921,Long Island Nets,3,7,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-77,240,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,397,1629598,Chris Clemons,1612709923,Windy City Bulls,3,7,35,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-168,158,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,403,1630592,Jalen Wilson,1612709921,Long Island Nets,3,7,15,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,16,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,409,1641931,Onuralp Bitim,1612709923,Windy City Bulls,3,7,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-1,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,411,1641766,Adama Sanogo,1612709923,Windy City Bulls,3,6,58,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,412,1629232,Kaiser Gates,1612709921,Long Island Nets,3,6,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-13,262,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,424,1631113,Kennedy Chandler,1612709921,Long Island Nets,3,6,19,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,103,148,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,426,1631245,Quenton Jackson,1612709923,Windy City Bulls,3,6,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,437,1630929,Henri Drell,1612709923,Windy City Bulls,3,5,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,445,1631160,Jordan Hall,1612709921,Long Island Nets,3,5,25,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,19,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,447,1641730,Noah Clowney,1612709921,Long Island Nets,3,5,22,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,448,1630929,Henri Drell,1612709923,Windy City Bulls,3,5,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,456,1630553,Keon Johnson,1612709921,Long Island Nets,3,4,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,137,231,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,458,1631245,Quenton Jackson,1612709923,Windy City Bulls,3,4,31,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,2,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,460,1630929,Henri Drell,1612709923,Windy City Bulls,3,4,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,480,1631389,Davion Warren,1612709921,Long Island Nets,3,3,23,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,3,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,485,1642011,Terry Roberts,1612709921,Long Island Nets,3,3,10,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,25,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,486,1629598,Chris Clemons,1612709923,Windy City Bulls,3,2,59,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-96,173,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,487,1630553,Keon Johnson,1612709921,Long Island Nets,3,2,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,108,227,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,489,1630223,Jalen Harris,1612709923,Windy City Bulls,3,2,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,491,1630553,Keon Johnson,1612709921,Long Island Nets,3,2,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,156,204,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,493,1629598,Chris Clemons,1612709923,Windy City Bulls,3,2,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,88,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,505,1641763,Julian Phillips,1612709923,Windy City Bulls,3,1,21,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-43,42,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,513,1631113,Kennedy Chandler,1612709921,Long Island Nets,3,0,59,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,5,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,515,1629598,Chris Clemons,1612709923,Windy City Bulls,3,0,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,77,241,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,519,1629204,Scottie Lindsey,1612709923,Windy City Bulls,3,0,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,172,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,520,1630592,Jalen Wilson,1612709921,Long Island Nets,3,0,16,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,20,58,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,521,1629598,Chris Clemons,1612709923,Windy City Bulls,3,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,253,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,533,1631245,Quenton Jackson,1612709923,Windy City Bulls,4,11,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,216,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,536,1630553,Keon Johnson,1612709921,Long Island Nets,4,11,11,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,538,1641931,Onuralp Bitim,1612709923,Windy City Bulls,4,10,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,88,246,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,542,1629204,Scottie Lindsey,1612709923,Windy City Bulls,4,10,32,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,109,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,546,1631160,Jordan Hall,1612709921,Long Island Nets,4,10,5,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-96,-8,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,548,1629598,Chris Clemons,1612709923,Windy City Bulls,4,9,51,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,54,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,550,1629204,Scottie Lindsey,1612709923,Windy City Bulls,4,9,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,1,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,562,1641730,Noah Clowney,1612709921,Long Island Nets,4,9,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,46,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,567,1630732,Lacey James,1612709923,Windy City Bulls,4,8,49,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,33,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,579,1630223,Jalen Harris,1612709923,Windy City Bulls,4,7,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,218,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,589,1630929,Henri Drell,1612709923,Windy City Bulls,4,7,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,235,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,597,1641730,Noah Clowney,1612709921,Long Island Nets,4,6,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-72,263,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,606,1630929,Henri Drell,1612709923,Windy City Bulls,4,6,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,607,1631113,Kennedy Chandler,1612709921,Long Island Nets,4,5,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,608,1630223,Jalen Harris,1612709923,Windy City Bulls,4,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,141,206,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,610,1630553,Keon Johnson,1612709921,Long Island Nets,4,5,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,10,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,612,1641931,Onuralp Bitim,1612709923,Windy City Bulls,4,4,58,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,229,79,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,619,1631245,Quenton Jackson,1612709923,Windy City Bulls,4,4,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,225,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,622,1631245,Quenton Jackson,1612709923,Windy City Bulls,4,3,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-140,235,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,638,1629598,Chris Clemons,1612709923,Windy City Bulls,4,2,53,Made Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,83,41,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,639,1631266,Kyler Edwards,1612709921,Long Island Nets,4,2,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,78,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,641,1629598,Chris Clemons,1612709923,Windy City Bulls,4,2,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,243,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,643,1629598,Chris Clemons,1612709923,Windy City Bulls,4,2,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,646,1629232,Kaiser Gates,1612709921,Long Island Nets,4,2,0,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,0,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,654,1641931,Onuralp Bitim,1612709923,Windy City Bulls,4,1,42,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-154,-6,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,664,1641763,Julian Phillips,1612709923,Windy City Bulls,4,1,13,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,221,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,668,1629598,Chris Clemons,1612709923,Windy City Bulls,4,0,35,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,64,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,687,1630929,Henri Drell,1612709923,Windy City Bulls,4,0,14,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,11,1,1,20240119,WCB,LIN
Shot Chart Detail,2022300142,694,1630929,Henri Drell,1612709923,Windy City Bulls,4,0,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,201,-15,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300142,702,1630929,Henri Drell,1612709923,Windy City Bulls,4,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,196,1,0,20240119,WCB,LIN
Shot Chart Detail,2022300143,7,1630535,Greg Brown III,1612709918,Texas Legends,1,11,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,33,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,9,1629633,Jarrett Culver,1612709908,Rio Grande Valley Vipers,1,11,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,27,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,12,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,11,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,186,195,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,14,1630535,Greg Brown III,1612709918,Texas Legends,1,10,57,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,26,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,17,1630207,Nate Hinton,1612709908,Rio Grande Valley Vipers,1,10,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,21,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,19,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,10,46,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,21,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,10,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,26,1630535,Greg Brown III,1612709918,Texas Legends,1,10,29,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,28,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,10,6,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,4,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,30,1629033,Theo Pinson,1612709918,Texas Legends,1,9,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,233,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,32,1630535,Greg Brown III,1612709918,Texas Legends,1,9,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,15,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,33,1629633,Jarrett Culver,1612709908,Rio Grande Valley Vipers,1,9,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,21,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,35,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,9,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,188,199,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,37,1629033,Theo Pinson,1612709918,Texas Legends,1,9,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,38,1629633,Jarrett Culver,1612709908,Rio Grande Valley Vipers,1,9,9,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,48,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,44,1628382,Justin Jackson,1612709918,Texas Legends,1,8,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-98,123,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,46,1629788,Tyler Hall,1612709918,Texas Legends,1,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,202,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,48,1629633,Jarrett Culver,1612709908,Rio Grande Valley Vipers,1,8,34,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,19,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,50,1628382,Justin Jackson,1612709918,Texas Legends,1,8,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-190,196,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,52,1641765,Olivier-Maxence Prosper,1612709918,Texas Legends,1,8,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,32,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,55,1630535,Greg Brown III,1612709918,Texas Legends,1,8,12,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,12,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,58,1631257,Jermaine Samuels Jr.,1612709908,Rio Grande Valley Vipers,1,7,52,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-10,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,60,1628382,Justin Jackson,1612709918,Texas Legends,1,7,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,12,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,62,1629633,Jarrett Culver,1612709908,Rio Grande Valley Vipers,1,7,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,100,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,64,1629033,Theo Pinson,1612709918,Texas Legends,1,7,25,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,21,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,66,1630620,Darius Days,1612709908,Rio Grande Valley Vipers,1,7,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,209,1,0,20240119,TEX,RGV
Shot Chart Detail,2022300143,79,1631257,Jermaine Samuels Jr.,1612709908,Rio Grande Valley Vipers,1,6,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,14,1,1,20240119,TEX,RGV
Shot Chart Detail,2022300143,84,1628382,Justin Jackson,1612709918,Texas Legends,1,6,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,32,1,0,20240119,TEX,RGV
